,sex,income
13012,male,305.0
13013,male,
13014,female,
13015,male,
13016,female,170.0
13017,male,
13018,female,
13019,female,
13020,female,119.0
13021,female,
13022,male,278.0
13023,male,
13024,male,
13025,female,
13026,male,237.0
13027,female,150.0
13028,male,
13029,female,200.0
13030,male,
13031,female,
13032,female,
13033,male,550.0
13034,female,
13035,male,
13036,female,
13037,male,
13038,female,
13039,male,
13040,female,
13041,male,242.0
13042,male,
13043,female,
13044,male,220.0
13045,male,238.0
13046,male,
13047,female,
13048,male,
13049,female,
13050,male,250.0
13051,female,
13052,male,100.0
13053,female,
13054,male,
13055,female,
13056,male,
13057,female,
13058,male,575.0
13059,female,
13060,female,
13061,female,
13062,male,
13063,female,250.0
13064,female,
13065,female,
13066,female,
13067,female,150.0
13068,male,
13069,female,400.0
13070,female,
13071,male,
13072,female,
13073,male,
13074,female,
13075,female,27.0
13076,female,27.0
13077,male,
13078,female,
13079,male,
13080,male,159.0
13081,female,
13082,female,
13083,male,
13084,female,
13085,female,
13086,female,
13087,female,153.0
13088,female,
13089,male,
13090,female,
13091,female,
13092,female,
13093,male,274.0
13094,female,
13095,male,
13096,male,
13097,female,
13098,female,
13099,male,
13100,male,
13101,female,
13102,male,
13103,female,
13104,female,60.0
13105,male,200.0
13106,female,
13107,female,
13108,male,
13109,female,27.0
13110,female,27.0
13111,male,
13112,female,
13113,female,416.0
13114,male,235.0
13115,female,590.0
13116,male,
13117,male,27.0
13118,female,
13119,female,
13120,female,
13121,male,70.0
13122,female,
13123,female,
13124,male,
13125,female,
13126,female,27.0
13127,male,50.0
13128,female,142.0
13129,male,
13130,female,
13131,female,
13132,male,668.0
13133,female,583.0
13134,female,
13135,male,667.0
13136,female,100.0
13137,female,
13138,female,174.0
13139,male,
13140,female,
13141,female,246.0
13142,male,500.0
13143,female,
13144,male,
13145,female,
13146,female,
13147,male,
13148,female,
13149,female,
13150,male,
13151,male,336.0
13152,female,181.0
13153,female,191.0
13154,female,
13155,male,27.0
13156,female,27.0
13157,male,260.0
13158,female,
13159,male,118.0
13160,female,
13161,female,
13162,male,
13163,female,
13164,male,
13165,male,
13166,female,
13167,male,
13168,female,
13169,male,205.0
13170,male,
13171,male,290.0
13172,male,50.0
13173,female,
13174,female,199.0
13175,male,
13176,female,
13177,male,
13178,male,
13179,female,86.0
13180,male,
13181,female,
13182,female,27.0
13183,male,
13184,female,756.0
13185,male,228.0
13186,female,
13187,female,
13188,male,
13189,male,220.0
13190,male,320.0
13191,female,367.0
13192,male,
13193,female,
13194,male,
13195,female,
13196,male,
13197,female,
13198,male,
13199,male,
13200,male,483.0
13201,female,218.0
13202,male,
13203,female,
13204,male,
13205,female,
13206,female,27.0
13207,female,
13208,female,
13209,male,
13210,female,
13211,male,
13212,female,
13213,female,
13214,male,250.0
13215,female,
13216,male,
13217,female,
13218,female,
13219,male,
13220,male,
13221,female,169.0
13222,female,
13223,male,
13224,male,
13225,female,
13226,female,
13227,male,
13228,female,120.0
13229,female,
13230,female,27.0
13231,male,180.0
13232,male,
13233,female,
13234,female,195.0
13235,male,
13236,female,
13237,male,
13238,female,
13239,female,
13240,male,
13241,female,
13242,female,290.0
13243,male,
13244,female,
13245,male,
13246,female,
13247,female,
13248,male,371.0
13249,male,
13250,female,
13251,female,
13252,male,110.0
13253,female,
13254,female,
13255,male,
13256,female,130.0
13257,male,
13258,male,
13259,male,
13260,female,
13261,male,
13262,female,
13263,female,183.0
13264,male,
13265,male,
13266,female,
13267,female,
13268,male,
13269,female,
13270,male,199.0
13271,female,
13272,male,
13273,female,
13274,female,
13275,male,
13276,female,
13277,female,
13278,female,
13279,female,
13280,male,460.0
13281,female,97.0
13282,male,
13283,male,301.0
13284,male,233.0
13285,female,
13286,female,
13287,male,
13288,female,
13289,female,27.0
13290,male,660.0
13291,female,
13292,male,
13293,male,
13294,male,
13295,female,
13296,male,
13297,female,
13298,male,
13299,female,
13300,male,
13301,female,95.0
13302,male,
13303,female,
13304,male,142.0
13305,female,
13306,male,200.0
13307,female,198.0
13308,male,318.0
13309,female,
13310,female,402.0
13311,female,354.0
13312,male,
13313,male,350.0
13314,female,122.0
13315,female,
13316,male,
13317,male,
13318,female,
13319,male,
13320,female,
13321,male,
13322,female,
13323,female,60.0
13324,female,83.0
13325,male,232.0
13326,female,89.0
13327,female,189.0
13328,male,
13329,female,
13330,male,583.0
13331,female,
13332,male,
13333,male,
13334,male,
13335,female,
13336,female,27.0
13337,female,
13338,female,
13339,male,
13340,female,
13341,female,
13342,male,270.0
13343,male,
13344,female,
13345,male,
13346,female,
13347,female,
13348,female,
13349,female,
13350,female,
13351,female,
13352,male,
13353,male,190.0
13354,female,108.0
13355,male,
13356,male,
13357,male,
13358,female,80.0
13359,female,
13360,male,
13361,female,
13362,male,
13363,female,
13364,male,500.0
13365,female,200.0
13366,male,
13367,female,
13368,male,427.0
13369,female,70.0
13370,male,
13371,female,
13372,female,
13373,female,
13374,female,
13375,male,164.0
13376,male,
13377,female,
13378,male,
13379,female,
13380,male,240.0
13381,female,220.0
13382,male,
13383,female,
13384,male,
13385,female,
13386,male,
13387,female,
13388,male,225.0
13389,female,
13390,female,180.0
13391,female,258.0
13392,male,330.0
13393,female,
13394,male,
13395,male,
13396,female,250.0
13397,female,27.0
13398,male,550.0
13399,male,
13400,female,
13401,female,
13402,male,210.0
13403,female,
13404,female,70.0
13405,female,
13406,male,151.0
13407,female,
13408,female,
13409,female,
13410,male,120.0
13411,female,
13412,male,
13413,female,150.0
13414,female,
13415,female,
13416,male,250.0
13417,male,540.0
13418,female,
13419,male,
13420,female,
13421,female,
13422,female,
13423,male,
13424,female,
13425,male,
13426,female,68.0
13427,male,208.0
13428,female,308.0
13429,male,450.0
13430,female,
13431,male,163.0
13432,female,136.0
13433,male,
13434,female,190.0
13435,female,
13436,male,
13437,male,
13438,female,
13439,male,
13440,female,
13441,male,575.0
13442,female,130.0
13443,female,
13444,female,
13445,male,200.0
13446,female,280.0
13447,male,150.0
13448,male,
13449,female,
13450,male,
13451,female,
13452,male,
13453,female,148.0
13454,male,
13455,female,65.0
13456,female,
13457,female,
13458,male,25.0
13459,female,69.0
13460,female,213.0
13461,male,458.0
13462,female,
13463,female,
13464,male,
13465,female,80.0
13466,female,
13467,female,
13468,male,
13469,female,
13470,male,
13471,female,
13472,male,
13473,female,194.0
13474,female,
13475,female,
13476,male,513.0
13477,female,
13478,male,
13479,female,
13480,male,236.0
13481,female,235.0
13482,female,
13483,female,45.0
13484,female,
13485,male,
13486,female,180.0
13487,male,
13488,female,
13489,female,
13490,male,200.0
13491,male,
13492,male,
13493,female,27.0
13494,male,
13495,female,27.0
13496,female,27.0
13497,male,
13498,female,27.0
13499,female,27.0
13500,female,
13501,female,
13502,male,45.0
13503,female,
13504,female,
13505,male,
13506,female,190.0
13507,male,
13508,female,
13509,female,268.0
13510,male,200.0
13511,female,264.0
13512,male,242.0
13513,male,199.0
13514,male,
13515,female,500.0
13516,female,211.0
13517,male,288.0
13518,male,471.0
13519,female,90.0
13520,male,100.0
13521,male,
13522,female,
13523,female,
13524,female,
13525,male,
13526,female,
13527,male,
13528,male,
13529,female,
13530,female,108.0
13531,male,
13532,female,
13533,male,
13534,female,150.0
13535,male,
13536,female,
13537,female,
13538,male,
13539,female,
13540,male,250.0
13541,male,483.0
13542,male,595.0
13543,female,
13544,male,
13545,female,
13546,male,
13547,female,27.0
13548,male,
13549,male,
13550,female,
13551,male,
13552,female,170.0
13553,female,
13554,female,
13555,female,
13556,female,
13557,female,
13558,female,
13559,female,
13560,female,
13561,male,
13562,female,
13563,female,
13564,female,
13565,male,
13566,male,
13567,female,90.0
13568,male,308.0
13569,male,200.0
13570,female,
13571,male,180.0
13572,male,583.0
13573,female,183.0
13574,female,
13575,male,
13576,male,
13577,male,
13578,female,
13579,male,308.0
13580,female,
13581,male,
13582,male,
13583,female,
13584,male,
13585,female,
13586,female,
13587,male,833.0
13588,female,
13589,male,
13590,male,391.0
13591,female,
13592,male,
13593,male,
13594,female,
13595,male,
13596,female,
13597,male,
13598,female,
13599,male,
13600,female,
13601,male,172.0
13602,male,246.0
13603,female,168.0
13604,female,12.0
13605,male,
13606,female,
13607,female,
13608,female,
13609,female,
13610,male,
13611,male,135.0
13612,female,
13613,female,
13614,male,
13615,female,194.0
13616,male,306.0
13617,female,
13618,female,
13619,male,140.0
13620,female,
13621,male,
13622,female,
13623,male,
13624,female,
13625,male,
13626,female,
13627,male,
13628,female,
13629,male,
13630,female,
13631,female,
13632,female,
13633,female,
13634,female,
13635,male,
13636,female,
13637,male,288.0
13638,female,
13639,male,
13640,female,
13641,male,
13642,female,
13643,female,
13644,female,458.0
13645,female,300.0
13646,female,
13647,female,
13648,female,27.0
13649,female,
13650,male,27.0
13651,female,
13652,male,
13653,female,
13654,female,0.0
13655,male,499.0
13656,male,
13657,female,
13658,male,
13659,female,175.0
13660,female,
13661,male,
13662,female,
13663,male,
13664,female,
13665,male,
13666,male,
13667,female,
13668,female,
13669,female,
13670,female,80.0
13671,female,
13672,male,833.0
13673,female,320.0
13674,male,
13675,male,
13676,male,351.0
13677,female,168.0
13678,female,
13679,male,401.0
13680,male,
13681,female,130.0
13682,male,
13683,female,
13684,male,174.0
13685,female,200.0
13686,male,300.0
13687,female,
13688,female,309.0
13689,male,
13690,female,
13691,male,160.0
13692,female,
13693,male,
13694,female,
13695,male,
13696,female,
13697,female,42.0
13698,male,
13699,female,
13700,female,
13701,female,
13702,male,
13703,female,
13704,female,
13705,male,
13706,female,
13707,female,
13708,female,90.0
13709,female,
13710,male,
13711,female,350.0
13712,male,
13713,male,
13714,male,
13715,female,
13716,male,
13717,male,
13718,male,
13719,female,
13720,male,
13721,male,
13722,male,
13723,female,
13724,female,
13725,female,
13726,male,
13727,female,
13728,male,279.0
13729,female,167.0
13730,female,
13731,female,
13732,male,
13733,female,
13734,female,450.0
13735,male,467.0
13736,male,250.0
13737,female,188.0
13738,male,667.0
13739,female,
13740,male,
13741,female,
13742,male,
13743,female,
13744,female,
13745,male,
13746,female,175.0
13747,female,160.0
13748,male,
13749,female,
13750,male,172.0
13751,female,
13752,male,483.0
13753,male,
13754,male,230.0
13755,male,
13756,female,170.0
13757,male,
13758,male,
13759,male,
13760,male,
13761,male,
13762,female,
13763,male,
13764,female,
13765,female,50.0
13766,male,
13767,female,
13768,female,
13769,male,54.0
13770,male,
13771,female,
13772,male,435.0
13773,female,118.0
13774,female,
13775,female,
13776,male,450.0
13777,female,250.0
13778,female,
13779,female,
13780,male,
13781,female,
13782,male,310.0
13783,male,300.0
13784,female,
13785,male,
13786,female,
13787,male,
13788,female,
13789,female,
13790,male,
13791,female,
13792,male,
13793,male,27.0
13794,female,
13795,female,
13796,female,
13797,female,
13798,female,
13799,male,
13800,female,
13801,male,500.0
13802,male,386.0
13803,female,
13804,male,
13805,male,
13806,male,129.0
13807,female,135.0
13808,male,
13809,female,
13810,male,232.0
13811,male,
13812,female,
13813,female,
13814,female,272.0
13815,female,
13816,male,
13817,female,
13818,female,
13819,female,
13820,male,
13821,female,
13822,female,85.0
13823,male,
13824,female,27.0
13825,male,
13826,female,
13827,male,
13828,female,
13829,male,
13830,female,102.0
13831,female,
13832,male,
13833,male,
13834,female,102.0
13835,female,
13836,female,
13837,female,
13838,female,
13839,female,
13840,male,
13841,female,
13842,female,
13843,female,
13844,male,
13845,female,
13846,male,
13847,male,200.0
13848,female,200.0
13849,female,
13850,male,
13851,female,
13852,male,502.0
13853,female,258.0
13854,male,
13855,female,
13856,male,
13857,female,27.0
13858,male,280.0
13859,female,
13860,female,
13861,female,
13862,male,
13863,female,110.0
13864,female,
13865,male,500.0
13866,female,
13867,female,
13868,male,585.0
13869,female,542.0
13870,female,
13871,male,
13872,male,
13873,female,
13874,male,590.0
13875,female,
13876,male,
13877,female,110.0
13878,male,203.0
13879,male,
13880,female,
13881,male,
13882,female,27.0
13883,male,759.0
13884,female,683.0
13885,male,
13886,male,177.0
13887,female,
13888,male,541.0
13889,female,200.0
13890,male,
13891,female,
13892,female,
13893,female,
13894,male,157.0
13895,female,
13896,male,
13897,female,
13898,female,
13899,male,
13900,female,
13901,female,
13902,male,290.0
13903,female,202.0
13904,female,45.0
13905,male,
13906,female,
13907,female,201.0
13908,female,
13909,male,
13910,female,191.0
13911,male,
13912,male,
13913,male,
13914,female,
13915,male,
13916,female,
13917,female,
13918,male,
13919,female,
13920,female,
13921,male,
13922,female,
13923,male,
13924,female,
13925,male,
13926,female,20.0
13927,male,
13928,male,
13929,male,
13930,male,
13931,female,
13932,female,
13933,male,415.0
13934,female,
13935,male,
13936,male,
13937,female,
13938,female,
13939,female,
13940,male,208.0
13941,female,
13942,female,
13943,male,
13944,female,245.0
13945,female,
13946,female,
13947,male,216.0
13948,female,
13949,female,
13950,male,130.0
13951,female,
13952,male,238.0
13953,female,
13954,female,
13955,male,
13956,female,
13957,female,
13958,female,
13959,female,
13960,male,
13961,female,
13962,female,102.0
13963,male,25.0
13964,male,806.0
13965,female,
13966,female,
13967,female,
13968,female,
13969,male,608.0
13970,female,130.0
13971,male,
13972,male,
13973,female,27.0
13974,female,
13975,female,
13976,female,
13977,male,
13978,male,380.0
13979,female,136.0
13980,female,
13981,male,
13982,male,
13983,female,
13984,male,332.0
13985,female,
13986,female,
13987,male,
13988,female,
13989,male,509.0
13990,female,
13991,female,
13992,male,687.0
13993,female,150.0
13994,male,
13995,male,
13996,male,
13997,female,
13998,male,
13999,male,
14000,female,
14001,female,
14002,male,
14003,female,
14004,male,
14005,male,27.0
14006,female,
14007,female,
14008,male,
14009,male,
14010,female,
14011,male,
14012,female,
14013,male,461.0
14014,male,
14015,female,
14016,male,
14017,male,
14018,male,
14019,female,
14020,male,
14021,female,
14022,male,
14023,female,
14024,male,
14025,male,
14026,male,
14027,female,
14028,male,
14029,female,
14030,male,
14031,female,
14032,male,211.0
14033,male,
14034,female,
14035,male,
14036,female,
14037,male,
14038,male,609.0
14039,female,
14040,male,965.0
14041,female,
14042,male,
14043,male,
14044,female,
14045,male,716.0
14046,female,
14047,female,
14048,female,
14049,female,
14050,female,
14051,female,676.0
14052,male,
14053,female,
14054,male,201.0
14055,female,
14056,male,
14057,male,148.0
14058,female,
14059,male,
14060,female,
14061,male,160.0
14062,female,
14063,female,27.0
14064,male,
14065,female,
14066,male,27.0
14067,female,
14068,male,462.0
14069,female,94.0
14070,male,
14071,female,
14072,male,195.0
14073,female,
14074,female,
